userName,content,score,at
مستخدم Google,كانت الخدمة عندكم ممتازة للأسف الأن لما بيكون عروض و نطلب ما بتنفدوا الطلب و بتبقوا تكتبوا حدث خطأ حدث خطأ و ما يتنفذ الطلب و العرض يخلص او نقوم بالطلب و يتوافق عليه و يطلع انه بيجهز الا بعد مدة يرسل انه تلغى ليه طيب ابه السبب ما في رد حقيقي التعامل بقى يستاهل أقل من نجمة,1,2025-03-22 12:51:17
مستخدم Google,ابلكيشن كويس بس فى بعض الاسعار بتكون اغلى من سعر السوق,3,2025-03-22 10:35:29
مستخدم Google,افضل تطبيق توصيل🩵,5,2025-03-22 08:17:31
مستخدم Google,محترمين جدا واي حاجه تحتاجها تلاقيهم عندهم بس بحس انه في مطاعم توصيلها غالي,4,2025-03-22 02:26:29
مستخدم Google,طيب لو عايز اشتغل ف طلبات ازاي افتح حساب,3,2025-03-22 02:07:28
مستخدم Google,ممتاز,5,2025-03-22 01:50:22
مستخدم Google,❤️❤️,5,2025-03-22 00:16:26
مستخدم Google,رائع,5,2025-03-21 23:50:41
مستخدم Google,ممتاز,5,2025-03-21 23:34:59
مستخدم Google,سلس البرنامج وسريع,3,2025-03-21 23:32:27
مستخدم Google,طلب سريع وسهل,5,2025-03-21 23:08:47
مستخدم Google,فاشل شكو توصيل يجيبه مخربط وهوسه,1,2025-03-21 23:07:51
مستخدم Google,تطبيق روعه,5,2025-03-21 22:48:51
مستخدم Google,ياخي اشتراك برو خرافيي,1,2025-03-21 22:44:55
مستخدم Google,جيد جدا,5,2025-03-21 22:25:50
مستخدم Google,سيء جداً سعر التوصيل غالي جداً نظراً لقرب المسافة,1,2025-03-21 21:56:51
مستخدم Google,انا حسابي معموله بأم بقاله سنه و كل مره استخدم إي مايل جديد أو نختلف بيتعمله بان و انا معملتش حاجه اصلا,1,2025-03-21 21:53:02
مستخدم Google,سيئ ماببعتووالكود,1,2025-03-21 21:46:11
مستخدم Google,تطبيق أكثر من رائع,5,2025-03-21 20:39:30
مستخدم Google,شكرا للقائمين على التطبيق,5,2025-03-21 20:38:25
مستخدم Google,تطبيق بيه مشاكل ما اكدر احط مكان توصيل يكول عذرا خارج مكان توصيل,1,2025-03-21 20:02:00
مستخدم Google,يجنن,5,2025-03-21 19:33:19
مستخدم Google,زوق الزوق,5,2025-03-21 19:05:55
مستخدم Google,تطبيق رائع خاصة في رمضان ❤️❤️❤️,5,2025-03-21 18:42:42
مستخدم Google,ممتازه,5,2025-03-21 17:22:35
مستخدم Google,جيد,5,2025-03-21 15:55:12
مستخدم Google,لا يغطي جميع مناطق اتمنى ان يغطي مناطق,2,2025-03-21 15:18:09
مستخدم Google,خدمه ممتازه شكرا طلبات,5,2025-03-21 14:47:42
مستخدم Google,mid,3,2025-03-21 14:42:23
مستخدم Google,جميل,5,2025-03-21 09:52:39
مستخدم Google,تطبيق رائع 🤍 ولكن لا يمكن ان يوصل للممنزل وهذا يصعب علي الطلب يشكل مستمر 😥,4,2025-03-21 08:43:32
مستخدم Google,حبيت التطبيق كتير,5,2025-03-21 04:54:28
مستخدم Google,جميل جدا,5,2025-03-21 04:41:20
مستخدم Google,طلبت من مطعم و الطلب وصل غير صحيح و خدمة المساعده و الدعم لا تستجيب إطلاقاً تجربة سى جدا,1,2025-03-21 03:31:48
مستخدم Google,👍🏻👍🏻,5,2025-03-21 01:53:54
مستخدم Google,تطبيق مميز ورائع,5,2025-03-21 01:34:42
مستخدم Google,ممتاز,5,2025-03-21 01:27:26
مستخدم Google,خدمه ممتازه وبتحسن مستمر,5,2025-03-21 01:20:57
مستخدم Google,ممتاز,5,2025-03-21 01:00:29
مستخدم Google,برنامج جميل جدا جدا,5,2025-03-21 00:52:52
مستخدم Google,ماشاء الله ممتاز,5,2025-03-21 00:33:11
مستخدم Google,الفضل,5,2025-03-21 00:31:45
مستخدم Google,ممتاز,5,2025-03-20 23:57:49
مستخدم Google,تم طلب ٣ وجبات المجلس من ماك . وجاء الطلب ناقص شيكن ماك . وعندما اتصلت بالدعم . ارجعوا لي قيمة الساندوتش. مع اني طلبت منهم ارسال الساندوتش. وعندما حاولت أن اشتري مرة أخرى طلب مني رسوم توصيل . وهذا انا اعتبرته غش و خداع . لماذا ادفع مرة أخرى قيمة توصيل طلب انا طلبته مسبقا . وايضا يوجد عدم جودة في صوت الاتصال بخدمة العملاء . انا منزعج جدا جدا جدا .,1,2025-03-20 23:44:37
مستخدم Google,روعه روعه روعه,5,2025-03-20 22:34:34
مستخدم Google,حراميه واخدين فلوس مني ومش عاوزين يرجعوها,1,2025-03-20 22:32:44
مستخدم Google,ممتازين,5,2025-03-20 22:21:55
مستخدم Google,برنامج مميز جدا جداااااا,5,2025-03-20 21:48:08
مستخدم Google,ممتاز,5,2025-03-20 21:16:11
مستخدم Google,ممتازه,5,2025-03-20 19:49:17
مستخدم Google,تطبيق زين,5,2025-03-20 19:24:27
مستخدم Google,👍,5,2025-03-20 19:20:55
مستخدم Google,ممتازه,5,2025-03-20 18:53:58
مستخدم Google,تجربة جيدة,5,2025-03-20 18:41:09
مستخدم Google,جميييل وتوصيل سريييع,5,2025-03-20 18:36:49
مستخدم Google,جيده,5,2025-03-20 18:13:24
مستخدم Google,طلبت من مطعم برجر والطلب وصل ناقص بوكس كامل وانا حاسبت عليه اصلا بلغت مركز المساعدة وقالو انهم حيحولو الفلوس عالمحفظة وفي نفس الوقت لما طلبت بفلوس المحفظة تاني بتاع التوصيل اللي جاب الاكل قال انه مفيش حاجة مدفوعة فدفعت تاني يعني تجربة مش حلوة خالص,4,2025-03-20 17:49:01
مستخدم Google,الحب كله 😂♥,5,2025-03-20 17:38:58
مستخدم Google,جميل جدا,5,2025-03-20 17:36:51
مستخدم Google,ممتاز,5,2025-03-20 17:18:34
مستخدم Google,برفكت,5,2025-03-20 17:05:47
مستخدم Google,ياريت تسون عروض وخطيه سواق كراوي قليله الهم ليش,5,2025-03-20 14:49:47
مستخدم Google,جيد جدا رائع,5,2025-03-20 14:17:04
مستخدم Google,مفيش توصيل كول لأماكن,1,2025-03-20 13:51:17
مستخدم Google,ممتاز,5,2025-03-20 13:41:41
مستخدم Google,تجارب كثيرة ولا أدري أي منها أسوأ من الأخرى وكان آخرها أاليوم بأن تقدمت إليهم بشكوى بسبب أنني لم استلم طلبي كامل فازعجوني بكثرة الاتصالات والاستفسارات حتى قررت مسح هذا التطبيق,1,2025-03-20 12:48:53
مستخدم Google,so good,5,2025-03-20 12:17:52
مستخدم Google,ممتاز جدا,5,2025-03-20 12:08:37
مستخدم Google,ممتازة,5,2025-03-20 12:07:53
مستخدم Google,ابلكيشن حراميه وبيسحب فلوس لخدمات دون الرجوع ليك او ارسال كود حتي يعني لو مسجل الكريديت كارد بتاعتك فكده شكرا انت بتتسرق,1,2025-03-20 11:52:30
مستخدم Google,رسوم عالية و زيادة عالية في المنتجات بالنسبة لسعرها الاصلي,1,2025-03-20 05:38:47
مستخدم Google,جيد لكن يريد اكمل عشرين درهم لكي انفذ الطلب,3,2025-03-20 02:58:00
مستخدم Google,لكثرة الزباين صارت الخدمه سيئه جدا ولدي افادة مصوره من خدمة العملاء عند قولي اريد ان ابحث عن موقع اخر افاد ( الي بدك اياه) دون مبالاة وتم التواصل من مسؤولة اسمها (دعاء) هاتفيا وافادة انه سوف يبحثون بموضوع الشكوى دون حلها حيث انه وصل الاكل براد جدا لا يمكن اكله,1,2025-03-20 02:25:15
مستخدم Google,الخدمه سريعه,5,2025-03-20 02:03:36
مستخدم Google,مريحه وممتعه,5,2025-03-20 00:55:10
مستخدم Google,برنامج سئ وتواصل سئ ومفيش قسايم شراء وحسبي الله ونعم الوكيل,1,2025-03-20 00:25:48
مستخدم Google,ممتاز وسريع,5,2025-03-20 00:10:38
مستخدم Google,good,5,2025-03-19 23:53:32
مستخدم Google,ممتعه,5,2025-03-19 23:35:31
مستخدم Google,ممتاز ممتاز ممتاز 👍👍👍👍,5,2025-03-19 23:35:08
مستخدم Google,تجربه سيئه الطلبات بتوصل ناقصه او مفتوحه والدلفري واخد منها انصح اتاكد من طلبك قبل ما تحاسب,1,2025-03-19 23:34:06
مستخدم Google,تطبيق جيد بس لو يكثرون الخصومات,3,2025-03-19 22:57:05
مستخدم Google,تطبيق جيد,5,2025-03-19 22:36:27
مستخدم Google,كلش زين ويوميه خصومات,5,2025-03-19 22:33:56
مستخدم Google,مش راضي يفتح معايا نزلتو اكتر من مره,1,2025-03-19 22:27:40
مستخدم Google,ممتازه,5,2025-03-19 22:27:07
مستخدم Google,جميله,5,2025-03-19 22:14:23
مستخدم Google,تخفيضات جنن,5,2025-03-19 21:58:04
مستخدم Google,رائع,5,2025-03-19 20:58:42
مستخدم Google,بجد التعامل جميل و الكباتن محترمين,5,2025-03-19 20:13:00
مستخدم Google,ممتاز جدا,4,2025-03-19 19:17:04
مستخدم Google,تطبيق جميييل,5,2025-03-19 19:07:12
مستخدم Google,تأخير ملحوظ جدا جدا بالخدمة اكتر من مرة,1,2025-03-19 18:53:11
مستخدم Google,رائع,5,2025-03-19 18:39:42
مستخدم Google,بطلت اطلب منه عشان بيتنصب علينا في الأسعار حرفيا,1,2025-03-19 18:30:29
مستخدم Google,جيد,5,2025-03-19 18:28:33
مستخدم Google,ممتاز ومريح التطبيق مظبوط الوقت وصول الطلب,4,2025-03-19 17:48:38
مستخدم Google,الطلبات تأتي ناقصه,2,2025-03-19 17:01:18
مستخدم Google,👍,5,2025-03-19 16:50:26
مستخدم Google,برنامج ممتاز,5,2025-03-19 16:38:49
مستخدم Google,جيد جدآ,5,2025-03-19 16:37:25
مستخدم Google,جيد جدا,5,2025-03-19 16:35:53
مستخدم Google,التطبيق اصبح سيئ مركز المساعده لايعمل داخل التطبيق,1,2025-03-19 16:20:07
مستخدم Google,good,5,2025-03-19 16:12:33
مستخدم Google,ممتاز,5,2025-03-19 16:00:11
مستخدم Google,اسطوري,5,2025-03-19 15:56:49
مستخدم Google,nice,5,2025-03-19 15:51:03
مستخدم Google,يجنن التطبيق حرفيان نار نار 🔥 يجنن,5,2025-03-19 14:48:47
مستخدم Google,تكبيق معفن كل شويه يعلق ويخرج لوحده,1,2025-03-19 14:46:00
مستخدم Google,ممتاز,5,2025-03-19 14:43:07
مستخدم Google,شكرا,5,2025-03-19 14:01:46
مستخدم Google,البرنامج سريع في التوصيل و قسائم العروض و التخفيضات ممتازه. يجب مقارنة الأسعار في بعض المنتجات قبل الشراء بإستخدام البرنامج,4,2025-03-19 13:56:50
مستخدم Google,ممتاز,5,2025-03-19 13:47:45
مستخدم Google,التطبيق غالي اكثر من المتجر مثلا ريزو كرم الشام ب ٨٠ في المحل في التطبيق ب ١٧٠ غالي اكثر من ثمنه بطريقه مبالغ فيها,1,2025-03-19 13:22:40
مستخدم Google,تجربة فريدة,5,2025-03-19 13:15:43
مستخدم Google,💪,5,2025-03-19 13:15:10
مستخدم Google,جميل,5,2025-03-19 12:38:00
مستخدم Google,ممتازة,5,2025-03-19 12:01:25
مستخدم Google,جيد جدا,5,2025-03-19 06:16:21
مستخدم Google,لا انصح,1,2025-03-19 04:55:43
مستخدم Google,راعع,5,2025-03-19 03:04:28
مستخدم Google,جميل جدا ورائع ولكنه لا يوضح كيفية التعامل مع القسائم والنقاط,4,2025-03-19 01:50:58
مستخدم Google,جيدة,5,2025-03-19 01:27:02
مستخدم Google,تطبيق يسهل الحياة,5,2025-03-19 01:17:08
مستخدم Google,احبهم,5,2025-03-19 00:40:26
مستخدم Google,تجربة جيدة,5,2025-03-19 00:33:25
مستخدم Google,ممتاز وخدمة التوصيل كويسة والاوردار بيجي بسرعة والابلكيشن سهل ف الاستخدام بس ياريت لو نغير موضوع اني ممكن اغير الرقم,5,2025-03-18 22:52:37
مستخدم Google,تطبيق اكثر من جميل,5,2025-03-18 22:48:51
مستخدم Google,الخصومات تخبللل,5,2025-03-18 22:41:27
مستخدم Google,فوول,5,2025-03-18 22:38:49
مستخدم Google,excellent,5,2025-03-18 20:17:41
مستخدم Google,روعه ماشاءالله,5,2025-03-18 19:49:23
مستخدم Google,التطبيق جيد,5,2025-03-18 19:31:51
مستخدم Google,جميلة جدا,5,2025-03-18 19:08:28
مستخدم Google,تحفه بجد تطبيق ممتاز و ولا مره لقيت الاكل بارد او وحش حتى لو المطعم بعيد بجد خطير order now!,5,2025-03-18 19:01:44
مستخدم Google,جيدا جدا.,5,2025-03-18 17:54:08
مستخدم Google,ممتاز ورائع,5,2025-03-18 17:38:23
مستخدم Google,حلو,5,2025-03-18 17:05:19
مستخدم Google,طلبت منتج و وصلني منتج اخر وعند عملية الاسترجاع لم يتم الاسترجاع مع اخذ الفلوس بدون وجه حق وتعامل سيئ جدا جدا جدا وغش في شهر رمضان,1,2025-03-18 17:03:00
مستخدم Google,مسابقة استبدال النقاط اعتقد انها غير حقيقة لهذا لم أعد اثق بالمسابقة شاركت اكثر ١٥٠ مرة تقريبا استبدال ولا شي شي واضح انه مجرد استعراض ويفتقر إلى المصداقية,1,2025-03-18 15:51:10
مستخدم Google,احسنتم,5,2025-03-18 15:38:05
مستخدم Google,تطبيق سئ جدا مفيش مطاعم ولا اي حاجة متوفرة كله مغلق رغم ان نفس المطاعم مفتوحة على الويب ومش بس كده .. لقيت فيه اختلاف في الأسعار عن سعر المطعم بمبالغ مبالغ فيها,1,2025-03-18 15:32:47
مستخدم Google,افضل تطبيق في العالم,5,2025-03-18 14:38:36
مستخدم Google,ممتازة,5,2025-03-18 14:05:46
مستخدم Google,اكو توصيل لبصره,1,2025-03-18 14:02:12
مستخدم Google,ممتاز,5,2025-03-18 13:55:21
مستخدم Google,كولش زين وسريع وسهل الاستخدام 💯,5,2025-03-18 13:54:38
مستخدم Google,احسن وأفضل تطبيق,4,2025-03-18 11:57:00
مستخدم Google,تمام تمام,5,2025-03-18 02:53:33
مستخدم Google,ممتازه,5,2025-03-18 02:47:14
مستخدم Google,تحفه,5,2025-03-18 02:06:22
مستخدم Google,لم يتم تعويضي عن مادة مفقودة في الطلب بالرغم من ابلاغي مركز خدمة الزبائن,1,2025-03-18 01:51:19
مستخدم Google,اسعار مبالغه,2,2025-03-18 01:06:17
مستخدم Google,بزيد عن السعر الاصلي بشكل جنوني والتوصيل جدا غالي مو زي زمان للأسف تطبيق سيئ,1,2025-03-18 00:37:58
مستخدم Google,جميلللل,5,2025-03-18 00:33:31
مستخدم Google,احلا تطبيق على تاريخ الطلبات الاكل,5,2025-03-18 00:12:40
مستخدم Google,تطبيق براسة 60 حظ,5,2025-03-17 23:41:18
مستخدم Google,يستحق الدعم,5,2025-03-17 23:24:49
مستخدم Google,♥️👍,5,2025-03-17 23:18:26
مستخدم Google,ممتاز,5,2025-03-17 23:17:22
مستخدم Google,جميل ما شاء الله وكل الشاغلين في شباب محترمه,5,2025-03-17 22:35:54
مستخدم Google,تطبيق جميل نشكر القائمين عليه,4,2025-03-17 22:04:57
مستخدم Google,"سيء جدا جدا ،تعرضت للاحتيال من قبلكم ،الطلب ناقص عناصر بقيمة أكثر من 6 دنانير ،وبعد التواصل مع مركز المساعدة تم إهمال الطلب ولم يتم رد الأموال ،لا انصح بالتعامل معهم ابدا,سيدي الكريم انا تواصلت معكم 3 مرات ،مرة من خلال التطبيق ،ومرة من خلال المسنجر ،ومرة من خلال البريد الإلكتروني وبكل مرة كنت اقدم جميع الوثائق المطلوبة ،وبكل مرة كان الموضوع ينتهي من طرفكم بعبارة نحن اسفون، مع اصرار غريب جدا على عدم إعادة الحق لصاحبه ،ربنا يقتص منكم ،وربنا مايسامحكم ليوم الدين",1,2025-03-17 21:46:41
مستخدم Google,تطبيق فاشل كتبو انو وصل الطلب واخذو الفلوس والطلب ما وصل,1,2025-03-17 21:24:54
مستخدم Google,افضل برنامج اكل واقطع,5,2025-03-17 20:57:17
مستخدم Google,كويس لكن مش بيرضى يضيف غير قسيمة خصم واحده ودي حاجه مش كويسه,3,2025-03-17 20:47:04
مستخدم Google,ردكم علي في المرة الأخيرة بأنكم لا تستطيعون مساعدتي وحل مشكلتي مع المطابخ الشعبية لم يعجبني أبدا مع أنكم كنتم تستطيعون فقط تغيير واستبدال الوجبة وإحضار الوجبة الصحيحة لي فقط والحل سهل وبسيط لذلك فإن تقييمي لخدمة شركة طلبات سيئة جدا وأنا مستاء منكم وأنتم لا تقدمون لي الخدمة والحلول المناسبة للمشاكل بشكل جيد ومن وجهة نظري فإن شركة سنونو أفضل منكم في تقديم الخدمات والعمل على حل المشاكل في الطلبات وسوف أتعامل مع شركة سنونو من الآن فصاعدا ولا أريد منكم شيء خلاص مقاطعة نهائية,1,2025-03-17 20:29:53
مستخدم Google,حلو,5,2025-03-17 20:10:22
مستخدم Google,تطبيق جميل جداااا,5,2025-03-17 19:34:42
مستخدم Google,توصيل جيدا و الطعام يوصل حار 🤍,5,2025-03-17 19:30:17
مستخدم Google,افضل تطبيق,5,2025-03-17 18:42:42
مستخدم Google,احلا مطعم جربته براتا جبن و مستر دو انصحكم تجربونه😍طعم خيااااالي,5,2025-03-17 17:46:24
مستخدم Google,توصيل سريع وجبات سريعه واحترام وتقدير اشكر الموظفين,5,2025-03-17 17:33:34
مستخدم Google,ممتاز وسرعه بالتوصيل,5,2025-03-17 16:43:24
مستخدم Google,جربت اغلب التطبيقات المماثلة لكن للأمانة كان هذا افضل واحد بيهن من ناحية المطاعم المدعومة والخصوم الماتخلص,5,2025-03-17 16:42:16
مستخدم Google,تطبيق تحفه تحفه تحفه,5,2025-03-17 16:08:21
مستخدم Google,ف الطرش منو,5,2025-03-17 14:32:43
مستخدم Google,لو طلبت مره لازم امسحه وانزله عشان يفتح,1,2025-03-17 11:59:55
مستخدم Google,تجربة سيئة تم حذف التطبيق بسبب عدم اهتما م خدمة العملاء صعب التواصل معهم وغير مفيدين هي تجربتي,1,2025-03-17 06:03:16
مستخدم Google,غيرو اسم تطبيق لانو عم ناكل بكيف مندوب توصيل حذفت تطبيق لانو كثير سيئ,1,2025-03-17 03:41:18
مستخدم Google,اسرع دليفرى,5,2025-03-17 01:43:08
مستخدم Google,تحفه,5,2025-03-17 00:45:44
مستخدم Google,ممتاز كثير كثير,5,2025-03-17 00:24:55
مستخدم Google,افضل تطبيق للأكل والشرب في العراق,5,2025-03-16 23:49:19
مستخدم Google,كثير سيء و رسوم التوصيل و ضريبة المبيعات كثير عاليه و بحط سعر أعلى للاشي بالرغم انو في المطعم ارخص,1,2025-03-16 23:32:23
مستخدم Google,ممتاز,5,2025-03-16 23:21:05
مستخدم Google,حلو بس كون تشتغلون على باقي محافظات العراق مو بس بغداد,4,2025-03-16 23:21:05
مستخدم Google,Thank you,5,2025-03-16 22:58:37
مستخدم Google,تجربه جميله الصراحه على البرنامج,4,2025-03-16 22:46:16
مستخدم Google,التطبيق جيد جدا,5,2025-03-16 22:05:11
مستخدم Google,ممتاز,5,2025-03-16 21:13:32
مستخدم Google,رائع توصيل سريع وموظفين مهذبين,5,2025-03-16 20:49:47
مستخدم Google,تطبيق رائع,4,2025-03-16 20:30:29
مستخدم Google,احسن برنامج تعرف تختار من عليه كل حاجه,5,2025-03-16 18:38:23
مستخدم Google,برنامج جميل وعلى قد المسؤوليه والتوصيل في الوقت المطلوب,5,2025-03-16 17:37:26
مستخدم Google,جيد جدا وممتاز,5,2025-03-16 17:15:52
مستخدم Google,الابلكشن مريح بيريح في الطلبات شكرا ليكم,5,2025-03-16 16:44:14
مستخدم Google,،👍,5,2025-03-16 16:26:36
مستخدم Google,جيد جدا وسهل الاستخدام 😅,5,2025-03-16 16:26:04
مستخدم Google,جيدة وتحتاج الى اكثر معرفة للاماكن والطرق يوجد اغلب اصحاب التوصيل لا يعرف الشوارع والمناطق يحتاجون الى توجيه ودليل شكرا لخدمة الناس تحياتي,5,2025-03-16 16:08:27
مستخدم Google,ممتاز,5,2025-03-16 15:19:51
مستخدم Google,تمام,5,2025-03-16 15:10:06
مستخدم Google,Good,5,2025-03-16 14:52:47
مستخدم Google,اسؤ تطبيق بعتلي رساله ب قسيمه و نزلت التطبيق و للاسف كدب,1,2025-03-16 14:27:12
مستخدم Google,برنامج رائع توصيل سريع,5,2025-03-16 14:27:08
مستخدم Google,طلبات في تناول الجميع متوفر كل شي,5,2025-03-16 14:07:09
مستخدم Google,الخصومات جيده,4,2025-03-16 14:05:24
مستخدم Google,بيبعتو منتجات الي غير الي طلبنا ومش بيردو الفلوس اللي بيخدوها,2,2025-03-16 13:56:13
مستخدم Google,روعة,5,2025-03-16 13:37:24
مستخدم Google,البارحه إجيت اشتري على خصم موضوع وفعلا طلبت من المطعم على أساس خصم وبتفاجئ لما وصل الطلب أنو السعر بدون خصم ولما راجعت التطبيق مرتين قالوا أنو بنتصل فيكوللآن برجعوا يتصلوا ... للأسف التطبيق التجربة معوا سيئه ومش أول مره يصير معي هل الشيء ..... وأخيراأسعار الطعام أعلى ثمن من شرائها من المطعم طبعا بدك تضيف عليها التوصيل يعني تروح تشتريها من المطعم أفضل وأوفر,1,2025-03-16 12:03:05
مستخدم Google,يخبل,5,2025-03-16 11:32:29
مستخدم Google,ممتاز جدا,5,2025-03-16 09:16:42
مستخدم Google,اممككن حد يوقى اتعمل مع البلكيشن ازي,1,2025-03-16 02:51:00
مستخدم Google,حلو انصحكم تحملوههههه,5,2025-03-16 01:42:12
مستخدم Google,ممتاز,5,2025-03-16 01:28:37
مستخدم Google,تطبيق حرامية يدزولك نقص ومن تبلغهم وتكلهم دزولي النقص ميقبلون ويصضفولك النبلغ كقسيمة ولازم ترحع تكلبه مرة اخ وتدفع توصيل مرة اخ ومن تريد تكلبه نرة لخ يكلولك التكبيق علبه لود ومتكدر تاهذ حقك منهم.يعني خقك صليع بمهم,1,2025-03-16 01:23:31
مستخدم Google,جيد جدا,5,2025-03-16 00:17:00
مستخدم Google,التطيبق حلو اوي ♥️,5,2025-03-16 00:15:06
مستخدم Google,ممتاز,5,2025-03-16 00:14:12
مستخدم Google,نريد تحديث الموقع لتوصيل الى منطقة مزيرع بالكامل. this is a location ALKhanfaria 1,4,2025-03-16 00:01:19
مستخدم Google,جيدة,5,2025-03-15 23:31:01
مستخدم Google,جيد,5,2025-03-15 23:23:03
مستخدم Google,تطبيق يخبللللل,5,2025-03-15 23:17:55
مستخدم Google,ممتاز,5,2025-03-15 22:17:24
مستخدم Google,ليش ماعد نقدر نشوف تعليقات الناس في المطاعم ؟؟,2,2025-03-15 21:48:06
مستخدم Google,افضل برنامج,5,2025-03-15 21:45:51
مستخدم Google,كلش حلوو وسريع,5,2025-03-15 21:41:55
مستخدم Google,ممتاز جدأ جدا ريحوني كثير,5,2025-03-15 21:37:10
مستخدم Google,خدمه ممتازه,5,2025-03-15 20:48:33
مستخدم Google,سيئ,1,2025-03-15 20:40:50
مستخدم Google,ممتاذ,5,2025-03-15 20:28:14
مستخدم Google,جيدا جدا,5,2025-03-15 20:27:07
مستخدم Google,برنامج فخم فخم بجد,5,2025-03-15 20:09:45
مستخدم Google,سريع وحار,5,2025-03-15 19:34:03
مستخدم Google,رءع,4,2025-03-15 19:26:00
مستخدم Google,افضل تطبيق,5,2025-03-15 19:23:35
مستخدم Google,ممتاز,5,2025-03-15 19:01:02
مستخدم Google,تطبيق مميز جدا,5,2025-03-15 18:38:04
مستخدم Google,مشاء الله,5,2025-03-15 17:54:48
مستخدم Google,🤍,5,2025-03-15 17:31:13
مستخدم Google,ممتاز جدا,5,2025-03-15 17:00:40
مستخدم Google,جميل وانصح بيه,5,2025-03-15 16:56:58
مستخدم Google,جيد,3,2025-03-15 16:34:19
مستخدم Google,تطبيق يجنن بشكل,5,2025-03-15 16:30:26
مستخدم Google,ممتاز ارجو اضافه رقم خدمه عملاء,5,2025-03-15 16:11:42
مستخدم Google,ممتازه,5,2025-03-15 16:08:40
مستخدم Google,سهل وسريع التوصيل,5,2025-03-15 16:08:18
مستخدم Google,تطبيق ممتاز,5,2025-03-15 15:48:05
مستخدم Google,👍🏻👍🏻,5,2025-03-15 15:47:39
مستخدم Google,أسوء شىء خدمة العملاء صراحة,1,2025-03-15 15:34:08
مستخدم Google,ماشاءالله تبارك الله عليكم في خدمتكم بكل صدق إنتو مثالين,5,2025-03-15 15:30:37
مستخدم Google,جميلة خدمه سريعة خصومات كتير أوي تطبيق رائع بجد شكرا,5,2025-03-15 15:27:33
مستخدم Google,تجربه سيئه بعد مقارنة الاسعار مع نفس المطعم ولان انتقلت الى تطبيق اشيائي,1,2025-03-15 15:27:12
مستخدم Google,it's perfect and I like it,5,2025-03-15 15:12:28
مستخدم Google,تحفه,5,2025-03-15 14:42:51
مستخدم Google,سيئة لايدعم جميع المناطق,1,2025-03-15 14:00:40
مستخدم Google,تطبيق رائع جدا,4,2025-03-15 13:57:16
مستخدم Google,ممتاذ,5,2025-03-15 13:19:16
مستخدم Google,تطبيق ضعيف و لا يحمى سريه بيانات عملائه تم تهكير حسابى بطلبات و تم الاستيلاء على بطاقاتى البنكيه المسجله بتطبيق طلبات و عمل 4اوردرات بقيمه 6000درهم و استعنت بخدمه العملاء و كانوا فى غايه الاستهانه و عدم التعاون و اللامبالاة و رفضوا مساعدتى و قمت انا بالتواصل مع عمال التوصيل و طلبت منهم عدم تسليم الاوردرات لأنه تم تهكير حسابى و لم اطلب تلك الاوردرات و تفاجئت أن خدمة العملاء لديكم طلبت من عمال التوصيل أن يقوموا بالتوصيل للشخص المحتال و على الرغم من إلغاء الطلبات الا انكم ترفضوا ارجاع اموالى,2,2025-03-15 13:16:56
مستخدم Google,خصومات مرضيه🔥⭐⭐⭐⭐⭐,5,2025-03-15 12:26:40
مستخدم Google,تطبيق سيء نزلت التطبيق و سجلت الدخول و ما عرف يحدد الموقع و علق و مسحته,1,2025-03-15 12:21:22
مستخدم Google,كل شي جميل ونتمنى اضافات كوبونات اكثر,5,2025-03-15 12:08:50
مستخدم Google,جيد,4,2025-03-15 11:37:52
مستخدم Google,لا استطيع ان أضع موقعي الاصلي,3,2025-03-15 09:19:53
مستخدم Google,ممتاز جداً,5,2025-03-15 09:02:18
مستخدم Google,جديد و جيد جدا,5,2025-03-15 03:19:17
مستخدم Google,تطبيق سيء ساعتين وانا انتظر الطلب بالاخير اشوف المندوب واكف بمكان بالخريطه قريب البيت ورا فتره ينلغي الطلب وهو سحور ومعتمدين عليهم👎🏻👎🏻👎🏻,1,2025-03-15 02:25:25
مستخدم Google,التطبيق جيد لكن في مشكلة بعد لخر تحديث ان لا يمكن الاطلاع على مراجعات تقييم المطاعم و المحلات بالتطبيق برجاء حل هذي المشكلة,2,2025-03-15 02:06:04
مستخدم Google,تطبيق رائع,5,2025-03-15 00:54:54
مستخدم Google,برنامج حلو ومريح تعامل حلو برنامج كلش زين احسن برنامج اني استخدمه شكرا طلبات,5,2025-03-15 00:53:30
مستخدم Google,رائععع,5,2025-03-15 00:22:43
مستخدم Google,تطبيق فول,5,2025-03-15 00:18:31
مستخدم Google,حلوو و و,5,2025-03-15 00:08:09
مستخدم Google,اقوه تطبيق توصيل بل العراق,5,2025-03-15 00:07:28
مستخدم Google,رائع جدا,5,2025-03-15 00:00:32
مستخدم Google,ممتاز,5,2025-03-14 23:41:54
مستخدم Google,التطبيق رائع نرجو ان يكون التطبيق ليست في القاهره فقط الاسكندريه بورسعيد المنيا وخاصه في المنيا في جميع انحاء الجمهوريه احب اضيف محافظه المنيا ومركز ملوي,5,2025-03-14 23:41:36
مستخدم Google,سيء لا يمكن التوصيل الى الحي الذي اسكن فيه يجب حل هذه المشكلة,1,2025-03-14 23:20:52
مستخدم Google,ممتاز ما بحطوا كوبون الخصم بس هي المشكله,5,2025-03-14 22:59:37
مستخدم Google,التطبيق ممتاز,5,2025-03-14 22:40:14
